episode,reward,tests_selected,bug_exists,bug_detected,epsilon,accuracy,loss
179,5.529,5,False,False,0.4077,0.9553,2.72482
180,5.824,4,False,False,0.4057,0.9556,2.191494
181,13.529,5,True,True,0.4036,0.9558,1.734578
182,4.941,7,False,False,0.4016,0.956,2.633072
183,4.941,7,False,False,0.3996,0.9563,2.813725
184,5.824,4,False,False,0.3976,0.9565,1.852635
185,4.059,10,False,False,0.3956,0.9568,2.021255
186,4.647,8,False,False,0.3936,0.957,3.23972
187,5.529,5,False,False,0.3917,0.9572,2.711004
188,3.765,11,False,False,0.3897,0.9574,2.265163
189,5.235,6,False,False,0.3878,0.9577,1.44717
190,6.412,2,False,False,0.3858,0.9579,2.071098
191,4.353,9,False,False,0.3839,0.9581,1.472829
192,4.941,7,False,False,0.382,0.9583,2.516061
193,4.353,9,False,False,0.3801,0.9585,2.232238
194,13.529,5,True,True,0.3782,0.9588,2.149582
195,5.529,5,False,False,0.3763,0.959,2.397834
196,4.647,8,False,False,0.3744,0.9592,1.677256
197,6.412,2,False,False,0.3725,0.9594,2.615617
198,4.647,8,False,False,0.3707,0.9596,2.646455
199,5.529,5,False,False,0.3688,0.9598,2.431811
200,4.941,7,False,False,0.367,0.96,3.220771
