episode,reward,tests_selected,bug_exists,bug_detected,epsilon,accuracy,loss
1,4.941,7,False,False,0.995,1.0,0.0
2,12.647,8,True,True,0.99,1.0,0.0
3,6.118,3,False,False,0.9851,1.0,0.0
4,5.824,4,False,False,0.9801,1.0,0.0
5,4.647,8,False,False,0.9752,1.0,0.0
6,5.235,6,False,False,0.9704,1.0,0.0
7,5.824,4,False,False,0.9655,1.0,0.0
8,6.412,2,False,False,0.9607,1.0,0.0
9,5.235,6,False,False,0.9559,1.0,0.0
10,12.647,8,True,True,0.9511,1.0,0.0
11,13.529,5,True,True,0.9464,1.0,0.0
12,6.412,2,False,False,0.9416,1.0,0.0
13,4.941,7,False,False,0.9369,1.0,0.0
14,12.647,8,True,True,0.9322,1.0,0.0
15,5.529,5,False,False,0.9276,1.0,0.0
16,5.824,4,False,False,0.9229,1.0,0.0
17,-5.882,3,True,False,0.9183,0.9412,0.0
18,5.235,6,False,False,0.9137,0.9444,0.0
19,5.529,5,False,False,0.9092,0.9474,0.0
20,6.118,3,False,False,0.9046,0.95,0.0
21,4.941,7,False,False,0.9001,0.9524,0.0
22,12.353,9,True,True,0.8956,0.9545,0.0
23,5.824,4,False,False,0.8911,0.9565,0.0
24,4.941,7,False,False,0.8867,0.9583,0.0
25,4.941,7,False,False,0.8822,0.96,0.0
26,5.529,5,False,False,0.8778,0.9615,0.0
27,5.529,5,False,False,0.8734,0.963,0.0
28,5.529,5,False,False,0.8691,0.9643,0.0
29,5.824,4,False,False,0.8647,0.9655,0.0
30,5.235,6,False,False,0.8604,0.9667,0.0
31,13.824,4,True,True,0.8561,0.9677,0.0
32,4.647,8,False,False,0.8518,0.9688,6.662024
33,-6.176,4,True,False,0.8475,0.9394,6.248317
34,5.529,5,False,False,0.8433,0.9412,5.87538
35,5.235,6,False,False,0.8391,0.9429,5.496839
36,4.353,9,False,False,0.8349,0.9444,5.097018
37,4.353,9,False,False,0.8307,0.9459,4.775234
38,5.824,4,False,False,0.8266,0.9474,4.125494
39,5.235,6,False,False,0.8224,0.9487,3.878219
40,13.824,4,True,True,0.8183,0.95,3.776472
41,6.118,3,False,False,0.8142,0.9512,3.646637
42,-5.882,3,True,False,0.8102,0.9286,3.462701
43,4.647,8,False,False,0.8061,0.9302,3.187278
44,13.235,6,True,True,0.8021,0.9318,3.004285
45,4.941,7,False,False,0.7981,0.9333,2.734643
46,12.941,7,True,True,0.7941,0.9348,2.911433
47,11.765,11,True,True,0.7901,0.9362,3.019261
48,4.059,10,False,False,0.7862,0.9375,2.899436
49,5.529,5,False,False,0.7822,0.9388,3.50689
50,5.529,5,False,False,0.7783,0.94,3.965973
51,13.529,5,True,True,0.7744,0.9412,3.160021
52,5.235,6,False,False,0.7705,0.9423,2.516548
53,5.529,5,False,False,0.7667,0.9434,2.601122
54,5.824,4,False,False,0.7629,0.9444,3.265676
55,4.941,7,False,False,0.759,0.9455,2.546778
56,-7.353,8,True,False,0.7553,0.9286,3.111372
57,6.118,3,False,False,0.7515,0.9298,3.297383
58,12.647,8,True,True,0.7477,0.931,2.899833
59,4.941,7,False,False,0.744,0.9322,2.729145
60,5.235,6,False,False,0.7403,0.9333,2.962955
61,5.235,6,False,False,0.7366,0.9344,2.525417
62,12.059,10,True,True,0.7329,0.9355,2.273553
63,4.353,9,False,False,0.7292,0.9365,1.885154
64,12.059,10,True,True,0.7256,0.9375,2.628414
65,6.412,2,False,False,0.7219,0.9385,2.33105
66,5.235,6,False,False,0.7183,0.9394,2.474651
67,13.235,6,True,True,0.7147,0.9403,2.284439
68,-5.882,3,True,False,0.7112,0.9265,2.580274
69,-7.059,7,True,False,0.7076,0.913,2.150863
70,12.941,7,True,True,0.7041,0.9143,2.233788
71,12.647,8,True,True,0.7005,0.9155,2.341649
72,4.941,7,False,False,0.697,0.9167,2.948421
73,4.941,7,False,False,0.6936,0.9178,2.850067
74,5.529,5,False,False,0.6901,0.9189,3.094757
75,13.235,6,True,True,0.6866,0.92,2.544234
76,5.529,5,False,False,0.6832,0.9211,2.406512
77,12.059,10,True,True,0.6798,0.9221,2.264777
78,5.824,4,False,False,0.6764,0.9231,2.669772
79,4.941,7,False,False,0.673,0.9241,2.251472
80,13.235,6,True,True,0.6696,0.925,2.791559
81,5.529,5,False,False,0.6663,0.9259,2.477791
82,12.941,7,True,True,0.663,0.9268,2.148945
83,13.529,5,True,True,0.6597,0.9277,2.159416
84,4.353,9,False,False,0.6564,0.9286,2.229943
85,12.059,10,True,True,0.6531,0.9294,3.494326
86,5.235,6,False,False,0.6498,0.9302,2.71965
87,5.824,4,False,False,0.6466,0.931,2.341498
88,4.941,7,False,False,0.6433,0.9318,3.289211
89,-5.882,3,True,False,0.6401,0.9213,3.042405
90,4.353,9,False,False,0.6369,0.9222,2.193214
91,5.529,5,False,False,0.6337,0.9231,3.001001
92,5.824,4,False,False,0.6306,0.9239,1.60717
93,5.529,5,False,False,0.6274,0.9247,1.97986
94,5.235,6,False,False,0.6243,0.9255,2.841914
95,6.118,3,False,False,0.6211,0.9263,3.041609
96,5.529,5,False,False,0.618,0.9271,2.297377
97,5.529,5,False,False,0.6149,0.9278,2.418397
98,5.235,6,False,False,0.6119,0.9286,2.536774
99,5.235,6,False,False,0.6088,0.9293,1.948929
100,4.647,8,False,False,0.6058,0.93,3.048218
