episode,reward,tests_selected,bug_exists,bug_detected,epsilon,accuracy,loss
113,-6.765,6,True,False,0.5676,0.9115,3.532562
114,-5.588,2,True,False,0.5647,0.9035,1.999585
115,12.647,8,True,True,0.5619,0.9043,2.424098
116,5.824,4,False,False,0.5591,0.9052,2.374384
117,13.235,6,True,True,0.5563,0.906,3.226535
118,12.941,7,True,True,0.5535,0.9068,3.256335
119,5.235,6,False,False,0.5507,0.9076,2.012747
120,4.941,7,False,False,0.548,0.9083,2.49185
121,-5.882,3,True,False,0.5452,0.9008,3.175531
122,13.235,6,True,True,0.5425,0.9016,2.807973
123,4.059,10,False,False,0.5398,0.9024,2.857303
124,4.059,10,False,False,0.5371,0.9032,2.885273
125,4.647,8,False,False,0.5344,0.904,2.945994
126,5.529,5,False,False,0.5318,0.9048,2.518464
127,5.824,4,False,False,0.5291,0.9055,2.530154
128,5.529,5,False,False,0.5264,0.9062,2.298123
129,12.353,9,True,True,0.5238,0.907,2.771588
130,13.824,4,True,True,0.5212,0.9077,2.46304
131,4.647,8,False,False,0.5186,0.9084,3.365592
132,5.529,5,False,False,0.516,0.9091,2.318529
133,13.824,4,True,True,0.5134,0.9098,2.879285
134,4.647,8,False,False,0.5108,0.9104,2.717233
135,12.647,8,True,True,0.5083,0.9111,2.8639
136,5.235,6,False,False,0.5058,0.9118,2.716426
137,6.412,2,False,False,0.5032,0.9124,2.190281
138,-5.882,3,True,False,0.5007,0.9058,2.633491
139,4.353,9,False,False,0.4982,0.9065,1.106908
140,13.235,6,True,True,0.4957,0.9071,2.69809
141,5.529,5,False,False,0.4932,0.9078,2.835436
142,12.941,7,True,True,0.4908,0.9085,2.628566
143,4.647,8,False,False,0.4883,0.9091,2.145899
144,13.235,6,True,True,0.4859,0.9097,1.999642
145,5.529,5,False,False,0.4834,0.9103,2.247028
146,5.824,4,False,False,0.481,0.911,2.205431
147,13.529,5,True,True,0.4786,0.9116,2.533874
148,4.941,7,False,False,0.4762,0.9122,3.29198
149,5.824,4,False,False,0.4738,0.9128,1.93247
150,5.529,5,False,False,0.4715,0.9133,2.839673
151,5.235,6,False,False,0.4691,0.9139,2.139574
152,5.235,6,False,False,0.4668,0.9145,2.324456
153,4.941,7,False,False,0.4644,0.915,2.186769
154,4.647,8,False,False,0.4621,0.9156,2.595317
155,13.235,6,True,True,0.4598,0.9161,1.912202
156,6.706,1,False,False,0.4575,0.9167,2.533339
157,14.412,2,True,True,0.4552,0.9172,2.85351
158,4.941,7,False,False,0.4529,0.9177,2.271353
159,14.118,3,True,True,0.4507,0.9182,4.074071
160,6.412,2,False,False,0.4484,0.9187,2.448254
161,6.118,3,False,False,0.4462,0.9193,3.338556
162,12.353,9,True,True,0.444,0.9198,3.039209
163,4.353,9,False,False,0.4417,0.9202,2.375061
164,4.647,8,False,False,0.4395,0.9207,2.422534
165,4.647,8,False,False,0.4373,0.9212,1.842433
166,12.059,10,True,True,0.4351,0.9217,2.778317
167,5.529,5,False,False,0.433,0.9222,3.091342
168,4.941,7,False,False,0.4308,0.9226,2.175822
169,5.824,4,False,False,0.4286,0.9231,2.827574
170,4.647,8,False,False,0.4265,0.9235,1.649915
171,5.235,6,False,False,0.4244,0.924,1.943239
172,5.235,6,False,False,0.4223,0.9244,1.752688
173,5.824,4,False,False,0.4201,0.9249,2.041641
174,6.412,2,False,False,0.418,0.9253,2.016778
175,12.353,9,True,True,0.4159,0.9257,2.575855
176,4.059,10,False,False,0.4139,0.9261,3.095822
177,5.529,5,False,False,0.4118,0.9266,2.842575
178,13.529,5,True,True,0.4097,0.927,2.342054
179,12.647,8,True,True,0.4077,0.9274,2.432163
180,4.353,9,False,False,0.4057,0.9278,2.648489
181,5.235,6,False,False,0.4036,0.9282,2.000823
182,12.353,9,True,True,0.4016,0.9286,3.352325
183,5.529,5,False,False,0.3996,0.929,2.493478
184,4.647,8,False,False,0.3976,0.9293,2.569313
185,13.235,6,True,True,0.3956,0.9297,2.11517
186,4.941,7,False,False,0.3936,0.9301,2.401142
187,11.765,11,True,True,0.3917,0.9305,2.79494
188,5.824,4,False,False,0.3897,0.9309,2.892717
189,13.529,5,True,True,0.3878,0.9312,2.217986
190,13.235,6,True,True,0.3858,0.9316,2.334801
191,5.824,4,False,False,0.3839,0.9319,2.415205
192,5.235,6,False,False,0.382,0.9323,1.914966
193,4.941,7,False,False,0.3801,0.9326,1.42972
194,4.647,8,False,False,0.3782,0.933,2.644842
195,5.235,6,False,False,0.3763,0.9333,2.577837
196,4.647,8,False,False,0.3744,0.9337,2.758245
197,4.353,9,False,False,0.3725,0.934,2.576629
198,4.941,7,False,False,0.3707,0.9343,3.020629
199,5.824,4,False,False,0.3688,0.9347,2.726612
200,5.824,4,False,False,0.367,0.935,2.181149
