episode,reward,tests_selected,bug_exists,bug_detected,epsilon,accuracy,loss
1,5.529,5,False,False,0.995,1.0,0.0
2,5.529,5,False,False,0.99,1.0,0.0
3,14.412,2,True,True,0.9851,1.0,0.0
4,6.412,2,False,False,0.9801,1.0,0.0
5,5.235,6,False,False,0.9752,1.0,0.0
6,4.647,8,False,False,0.9704,1.0,0.0
7,5.529,5,False,False,0.9655,1.0,0.0
8,5.235,6,False,False,0.9607,1.0,0.0
9,6.118,3,False,False,0.9559,1.0,0.0
10,5.235,6,False,False,0.9511,1.0,0.0
11,5.235,6,False,False,0.9464,1.0,0.0
12,12.647,8,True,True,0.9416,1.0,0.0
13,5.529,5,False,False,0.9369,1.0,0.0
14,4.647,8,False,False,0.9322,1.0,0.0
15,14.118,3,True,True,0.9276,1.0,0.0
16,-6.176,4,True,False,0.9229,0.9375,0.0
17,5.529,5,False,False,0.9183,0.9412,0.0
18,5.824,4,False,False,0.9137,0.9444,0.0
19,12.941,7,True,True,0.9092,0.9474,0.0
20,6.118,3,False,False,0.9046,0.95,0.0
21,-6.471,5,True,False,0.9001,0.9048,0.0
22,5.235,6,False,False,0.8956,0.9091,0.0
23,13.529,5,True,True,0.8911,0.913,0.0
24,13.824,4,True,True,0.8867,0.9167,0.0
25,6.412,2,False,False,0.8822,0.92,0.0
26,4.647,8,False,False,0.8778,0.9231,0.0
27,6.118,3,False,False,0.8734,0.9259,0.0
28,5.824,4,False,False,0.8691,0.9286,0.0
29,12.647,8,True,True,0.8647,0.931,0.0
30,-7.059,7,True,False,0.8604,0.9,0.0
31,5.824,4,False,False,0.8561,0.9032,0.0
32,4.353,9,False,False,0.8518,0.9062,6.963212
33,5.235,6,False,False,0.8475,0.9091,6.636526
34,12.941,7,True,True,0.8433,0.9118,6.596313
35,13.824,4,True,True,0.8391,0.9143,5.822066
36,13.529,5,True,True,0.8349,0.9167,5.859534
37,5.529,5,False,False,0.8307,0.9189,5.35939
38,4.059,10,False,False,0.8266,0.9211,4.956788
39,13.824,4,True,True,0.8224,0.9231,4.390118
40,5.235,6,False,False,0.8183,0.925,3.820612
41,5.235,6,False,False,0.8142,0.9268,4.599013
42,13.235,6,True,True,0.8102,0.9286,4.281414
43,12.353,9,True,True,0.8061,0.9302,3.738701
44,5.824,4,False,False,0.8021,0.9318,3.95351
45,4.941,7,False,False,0.7981,0.9333,3.706293
46,5.824,4,False,False,0.7941,0.9348,3.837839
47,5.824,4,False,False,0.7901,0.9362,4.129639
48,4.941,7,False,False,0.7862,0.9375,3.827027
49,5.529,5,False,False,0.7822,0.9388,3.852937
50,13.529,5,True,True,0.7783,0.94,3.972636
51,-5.588,2,True,False,0.7744,0.9216,3.570478
52,6.118,3,False,False,0.7705,0.9231,3.720093
53,13.529,5,True,True,0.7667,0.9245,3.560221
54,5.824,4,False,False,0.7629,0.9259,3.704173
55,4.647,8,False,False,0.759,0.9273,3.241328
56,5.529,5,False,False,0.7553,0.9286,3.722366
57,4.647,8,False,False,0.7515,0.9298,3.0967
58,12.647,8,True,True,0.7477,0.931,3.510756
59,5.529,5,False,False,0.744,0.9322,3.272623
60,5.235,6,False,False,0.7403,0.9333,2.733541
61,5.235,6,False,False,0.7366,0.9344,2.873319
62,-5.882,3,True,False,0.7329,0.9194,2.559551
